temperature,vibration,power_consumption,failure,vibration_diff,vibration_mean,vibration_std,stress_index,anomaly,rf_pred,iso_pred,alert
74.17681405017248,3.5167182052556907,213.81960362302098,0,,,,260.8589523781077,1,0,1,0
70.93365192931594,2.4820343208441464,260.1361389736429,0,-1.0346838844115442,,,176.05975859137476,1,0,1,0
63.40573112783686,6.784121707922744,179.35022054284286,0,4.302087387078598,,,430.1521969510709,1,0,1,0
70.04001260236595,3.941055940214092,175.92956764282403,0,-2.8430657677086524,,,276.03160771922416,1,0,1,0
62.856134402959796,4.097300909252793,147.1533724604639,0,0.1562449690387009,4.164246216697893,1.5943002031754119,257.54049664136295,1,0,1,0
62.1962339526915,6.113003683918775,199.441293509005,0,2.015702774665982,4.68350331243051,1.7462385314214757,380.2058072786771,1,0,1,0
66.63849997282249,3.465108178802481,210.51565433821838,0,-2.647895505116294,4.880118084022177,1.4698750094120323,230.9096112789561,1,0,1,0
68.80576839264158,5.298697387449382,148.383860497571,0,1.8335892086469006,4.583033219927504,1.089817866002899,364.5809452235372,1,0,1,0
70.3522530634781,5.027677136842758,100.5582730691109,0,-0.2710202506066235,4.800357459253237,1.03685054183636,353.7084142526247,1,0,1,0
79.1637882736333,4.8775890930458425,181.60097541420862,0,-0.15008804379691565,4.956415096011848,0.9604871768055718,386.12843024766414,1,0,1,0
105.01535917459157,11.792984817302386,362.9544128550343,1,6.915395724256544,6.092411322688569,3.264915532004735,1238.4445363295151,-1,1,-1,1
71.96851926474821,5.699099542660262,285.3763736490623,0,-6.093885274642124,6.539209595460126,2.9534946499096684,410.1557552276628,1,0,1,0
71.18027713943819,6.46862792359175,239.26921179651103,0,0.7695283809314883,6.773195702688599,2.8759731540158935,460.4387283131694,1,0,1,0
63.913717125339346,4.625302605375429,319.6506312511999,0,-1.843325318216321,6.692720796395134,2.9419005324593672,295.6202823390603,1,0,1,0
70.73740786206545,3.9138777975118266,175.9247631489041,0,-0.7114248078636027,6.499978537288331,3.1169148364709107,276.8575700848765,1,0,1,0
80.02721415177314,6.558330804871164,223.53829520738464,0,2.6444530073593375,5.453047734802086,1.1584258038542323,524.8449437995953,1,0,1,0
71.865062168834,4.144039350681908,194.6551492884052,0,-2.4142914541892564,5.142035696406415,1.278389650062999,297.8116455668498,1,0,1,0
72.26583929027308,5.185437911603491,325.08707536098433,0,1.041398560921583,4.885397694008764,1.0547324166862142,374.7300227696271,1,0,1,0
62.946716690573325,5.635300202948473,230.29565176606314,0,0.44986229134498235,5.0873972135233725,1.0886375856543344,354.7236453413279,1,0,1,0
129.68858851204877,8.8455673711448,232.53965885145368,1,3.210267168196326,6.073735128249966,1.7764367336990465,1147.1691469520028,-1,1,-1,1
63.51643629677499,3.8502782311080495,169.1373610391454,0,-4.99528914003675,5.532124613497344,1.991552643701413,244.5559519910339,1,0,1,0
53.32216539452522,4.592605102407988,124.97654752758997,0,0.7423268712999382,5.62183776384256,1.9222904111166592,244.88764886233915,1,0,1,0
78.60184120218076,6.116057022528539,265.3755000867696,0,1.523451920120551,5.80796158602757,1.9145103262572307,480.7333428682707,1,0,1,0
68.85182960351574,5.5191214774074675,159.59168232320033,0,-0.5969355451210712,5.784725840919369,1.9178318691473903,380.001611523563,1,0,1,0
66.96958179052925,2.96999958459098,221.2968456235559,0,-2.5491218928164874,4.609612283608604,1.2611294516526994,198.89963009810353,1,0,1,0
104.54446219588473,12.929168274324223,342.48832452183564,1,9.959168689733243,6.425390292251839,3.824753742769155,1351.6729438793209,-1,1,-1,1
88.71714624315838,5.570037305275965,180.12362614297197,0,-7.359130969048258,6.620876732825435,3.7315016149428217,494.15781419201556,1,0,1,0
73.54590278604682,4.364508686114031,151.97612966845134,0,-1.2055286191619334,6.270567065542533,3.8703742298594412,320.99173153779947,1,0,1,0
75.49751221645084,4.77116494119694,175.5626196650008,0,0.4066562550829085,6.120975758300427,3.9208046106377408,360.2110834347179,1,0,1,0
71.62615623582268,4.636785437973887,202.60322027425423,0,-0.1343795032230526,6.454332928977008,3.6472376609789072,332.1151182123051,1,0,1,0
72.70049613445197,4.441778563175294,183.69195311509577,0,-0.1950068747985929,4.756854986747223,0.4819480591355754,322.9195052622171,1,0,1,0
83.98624610559415,6.748624541611868,225.63855166403812,0,2.3068459784365736,4.992572434014404,0.9946309150390079,566.7916416260668,1,0,1,0
67.49145338772306,8.564652003671057,113.17530780269617,0,1.8160274620591892,5.832601097525809,1.788449763869071,578.040811487834,1,0,1,0
55.4306245447927,4.230799846185743,127.22775822916805,0,-4.333852157485314,5.72452807852357,1.8824805363658113,234.51587779808864,1,0,1,0
78.68054654227777,4.313611983640279,237.84561173354513,0,0.0828121374545363,5.659893387656848,1.9340077454342048,339.3973484441361,1,0,1,0
74.96701612242391,4.864753756132975,148.51504994042702,0,0.5511417724926959,5.744488426248385,1.8757802071954393,364.69607326764304,1,0,1,0
71.07979812885043,2.9351767017250188,122.04304639910552,0,-1.9295770544079565,4.981798858271015,2.124245259185266,208.63176743111936,1,0,1,0
74.70753241547786,5.791916920123158,214.3366614847316,0,2.856740218398139,4.427251841561435,1.0406145214022489,432.6998210578555,1,0,1,0
66.29255779705827,5.280232864630334,190.96869274343635,0,-0.5116840554928235,4.637138445250353,1.095472002814444,350.040142360433,1,0,1,0
70.2069258285426,5.224324608604878,242.56206335306237,0,-0.05590825602545646,4.819280970243272,1.1039105894297152,366.7837703005525,1,0,1,0
68.6829974614009,2.2205200258960383,68.68983913811039,0,-3.0038045827088395,4.290434224195885,1.599028660265636,152.51197130160747,1,0,1,0
64.08511742929083,1.607084174646305,113.04246081627777,0,-0.6134358512497333,4.024815718780143,1.9518228153133586,102.9901780509634,1,0,1,0
81.89172783105002,4.448572403279327,225.93049434675407,0,2.841488228633022,3.756146815411376,1.7273142000801418,364.3012804860707,1,0,1,0
55.877413725821995,5.992311944019679,226.87761379262167,0,1.5437395407403525,3.898562631289245,1.9046418467203445,334.83489367017233,1,0,1,0
93.60882171812966,2.332904849723924,238.73822109827816,0,-3.659407094295755,3.3202786795130548,1.8393082994147483,218.3804741631669,1,0,1,0
78.77362209206476,6.342970167935579,230.53330212198665,0,4.010065318211655,4.144768707920963,2.1248821016964676,499.65873495019787,1,0,1,0
52.22024465297649,4.544986739083524,203.07460325028114,0,-1.7979834288520555,4.732349220808406,1.5854473478218098,237.34031945947544,1,0,1,0
67.7583367050907,3.756639462088031,169.87434426206414,0,-0.7883472769954931,4.593962632570148,1.6454709951055775,254.54364155179158,1,0,1,0
68.31454084096443,5.124891017305688,106.31950504948998,0,1.3682515552176575,4.4204784472273495,1.5005265345039052,350.10457670722116,1,0,1,0
73.91886628942112,3.053557292156272,296.8852215699324,0,-2.071333725149416,4.564608935713819,1.2661912823140025,225.7154931859863,1,0,1,0
60.1062172926028,1.1925416172774619,151.25654640985965,0,-1.8610156748788103,3.5345232255821957,1.5260937004606172,71.67916557855109,1,0,1,0
70.32025343368217,6.809461604928828,258.59508087196167,0,5.616919987651366,3.9874181987512562,2.1209940784413686,478.8430658055233,1,0,1,0
68.78880601877353,4.926937908257807,169.5295901852628,0,-1.8825236966710204,4.221477887985212,2.1534845188535323,338.9181760376881,1,0,1,0
62.623816374265616,3.917888469661924,188.02476049192663,0,-1.0090494385958833,3.9800773784564583,2.093718134948737,245.35312809896087,1,0,1,0
